mcu time(ms),gyro_Z(deg/s),mag_X(uT),mag_Y(uT),sun_direction(deg),sun_plusX(count),sun_plusY(count),sun_minusX(count),sun_minusY(count)
104324,202.27,-9.60,-25.95,0.11,1097,3,12,1
104440,203.98,-15.75,-25.65,0.00,1098,2,4,2
104557,206.66,-21.45,-21.30,359.27,1097,2,3,16
104677,202.24,-24.00,-17.70,359.21,1097,1,3,16
104797,202.89,-24.15,-9.00,359.53,1098,1,3,10
104915,205.95,-21.00,-2.10,359.90,1098,1,3,3
105033,203.50,-15.75,1.95,359.90,1098,0,2,2
105150,204.11,-8.70,3.00,359.84,1097,0,1,3
105265,203.62,-5.70,2.85,359.90,1097,0,1,2
105381,201.94,0.45,-1.50,0.42,1098,10,2,2
105496,202.27,3.45,-5.40,0.94,1098,19,1,1
105610,202.03,5.10,-12.60,0.84,1097,17,1,1
105726,203.66,3.45,-17.10,0.47,1097,10,2,1
105841,203.01,-0.15,-21.00,0.05,1098,2,13,1
105958,201.40,-3.15,-22.95,0.11,1098,3,22,1
106075,204.21,-8.85,-27.00,0.11,1098,3,16,1
106191,200.32,-15.90,-25.50,0.05,1098,3,7,2
106308,198.82,-19.65,-23.10,359.42,1098,2,3,13
106428,201.01,-22.50,-18.00,359.16,1098,1,3,17
106548,200.37,-24.45,-10.95,359.42,1097,1,3,12
106667,198.90,-21.00,-3.60,359.79,1098,0,3,4
106785,200.26,-18.15,0.30,359.90,1098,0,2,2
106902,198.26,-13.95,2.25,359.90,1097,0,2,2
107019,200.10,-6.45,2.70,359.90,1098,0,1,2
107134,200.69,-1.20,1.50,0.31,1097,8,2,2
107248,200.48,3.00,-2.25,0.84,1098,18,1,2
107362,198.15,4.50,-9.00,0.94,1098,19,1,1
107477,197.38,4.50,-15.30,0.58,1098,12,2,1
107592,199.82,3.45,-19.35,0.21,1097,5,8,1
107707,196.89,-1.20,-23.85,0.05,1098,2,20,1
107824,197.86,-5.10,-27.15,0.11,1098,3,21,1
107940,199.82,-9.90,-26.25,0.11,1098,3,12,1
108057,195.61,-17.85,-24.60,359.84,1097,2,4,5
108176,196.88,-22.80,-19.35,359.32,1098,1,3,14
108296,195.39,-25.20,-14.85,359.27,1098,1,3,15
108415,197.89,-23.55,-6.00,359.48,1097,0,3,10
108534,197.43,-21.45,-2.25,359.84,1098,0,2,3
108652,194.93,-15.00,2.25,359.90,1098,0,2,2
108769,195.45,-8.85,3.15,359.90,1098,0,1,2
108884,197.74,-4.35,2.70,359.95,1098,1,2,2
109000,194.66,-0.45,-0.15,0.47,1098,11,2,2
109115,193.09,3.90,-6.15,0.99,1098,20,1,1
109230,195.77,5.70,-10.95,0.94,1098,19,1,1
109346,194.03,4.05,-16.95,0.52,1097,11,2,1
109461,196.79,1.20,-19.80,0.11,1097,3,14,1
109577,195.13,-1.65,-25.95,0.11,1098,3,24,1
109694,194.53,-7.35,-27.00,0.10,1098,3,1,1
109809,193.20,-12.45,-25.95,0.11,1098,3,10,1
109927,194.56,-19.65,-24.30,359.63,1097,2,3,9
110046,193.98,-22.20,-19.05,359.16,1098,1,3,17
110165,194.47,-24.00,-14.70,359.22,1098,1,3,16
110285,194.57,-23.40,-7.65,359.48,1097,0,3,10
110404,193.02,-19.20,-1.05,359.84,1098,0,3,3
110522,192.37,-14.55,2.85,359.90,1098,0,2,2
110638,120.40,-9.60,3.60,359.84,1098,0,1,3
110754,28.11,-8.55,4.35,359.90,1098,0,1,2
110869,-25.69,-7.65,3.00,359.90,1098,0,1,2
110984,-25.79,-8.25,3.00,359.84,1097,0,1,3
111100,-30.90,-9.30,2.70,359.84,1098,0,1,3
111215,-22.54,-12.00,3.15,359.84,1098,0,1,3
111332,-15.82,-10.95,3.60,359.84,1097,0,2,3
111449,-4.86,-10.95,3.15,359.84,1098,0,1,3
111564,-2.74,-12.60,2.10,359.90,1098,0,2,2
111680,-3.40,-11.55,1.95,359.84,1098,0,2,3
111796,4.34,-11.70,2.10,359.84,1098,0,1,3
111910,4.67,-12.45,3.15,359.84,1098,0,1,3
112025,4.77,-12.45,2.55,359.84,1098,0,1,3
112139,8.68,-11.85,3.75,359.84,1097,0,2,3
112254,6.86,-11.55,3.75,359.84,1097,0,1,3
112369,5.98,-11.10,4.80,359.84,1097,0,1,3
112483,3.88,-10.95,2.85,359.84,1098,0,1,3
112598,3.64,-11.70,4.35,359.84,1098,0,1,3
112712,5.19,-11.85,2.70,359.84,1097,0,1,3
112827,2.69,-10.95,4.35,359.90,1098,0,1,2
112941,5.15,-11.55,2.70,359.84,1098,0,1,3
113056,3.01,-10.20,3.60,359.84,1098,0,1,3
113171,3.50,-10.20,4.35,359.90,1097,0,1,2
113285,6.67,-9.15,3.90,359.84,1097,0,1,3
113399,4.50,-9.60,4.35,359.90,1098,0,1,2
113512,4.01,-9.60,2.10,359.90,1098,0,1,2
113626,2.82,-10.65,2.10,359.90,1098,0,1,2
113740,2.85,-7.95,4.20,359.90,1098,0,1,2
113854,5.70,-9.60,2.85,359.90,1097,0,1,2
113967,7.18,-9.75,3.00,359.90,1098,0,1,2
114081,4.58,-9.60,3.15,359.90,1098,0,1,2
114195,6.05,-9.00,3.00,359.90,1098,0,1,2
114308,3.63,-8.85,3.60,359.90,1097,0,1,2
114422,2.73,-9.15,3.15,359.90,1098,0,1,2
114535,5.08,-8.85,2.55,359.90,1098,0,1,2
114649,3.69,-8.25,3.75,359.90,1098,0,1,2
114762,2.82,-10.65,3.90,359.90,1098,0,1,2
114877,1.54,-9.90,4.35,359.90,1098,0,1,2
114990,0.31,-9.00,4.50,359.90,1098,0,1,2
115104,4.23,-8.55,4.65,359.90,1097,0,1,2
115217,2.53,-8.25,2.25,359.90,1098,0,1,2
115331,1.27,-7.20,3.45,359.90,1098,0,1,2
115445,2.69,-8.55,3.60,359.90,1098,0,1,2
