mcu time(ms),gyro_Z(deg/s),mag_X(uT),mag_Y(uT),sun_direction(deg),sun_plusX(count),sun_plusY(count),sun_minusX(count),sun_minusY(count)
59740,39.89,3.90,-10.20,0.89,1099,18,1,1
59855,44.42,5.40,-10.65,0.89,1099,18,1,1
59970,42.07,4.50,-13.50,0.78,1099,16,1,1
60084,44.20,4.20,-14.25,0.68,1099,14,1,1
60199,42.39,3.60,-15.90,0.52,1099,11,2,1
60313,43.01,3.30,-16.95,0.47,1099,10,2,1
60428,41.69,3.90,-17.85,0.47,1099,10,3,1
60542,45.60,2.25,-18.75,0.31,1099,7,5,1
60656,42.14,3.00,-18.45,0.21,1099,5,8,1
60770,44.15,1.50,-20.55,0.11,1099,3,11,1
60884,40.73,0.45,-20.25,0.05,1099,2,14,1
60999,44.82,0.15,-21.75,0.05,1099,2,17,1
61113,42.14,-0.75,-23.85,0.05,1098,2,20,1
61229,43.56,-0.75,-24.30,0.05,1098,2,21,1
61345,42.76,-1.65,-23.70,0.05,1099,2,22,1
61460,41.66,-3.00,-24.90,0.05,1099,2,23,1
61576,43.98,-3.15,-25.95,0.11,1099,3,23,1
61691,42.47,-6.00,-24.00,0.11,1099,3,22,1
61807,44.73,-6.30,-26.25,0.11,1099,3,21,1
61923,43.20,-7.95,-27.60,0.10,1099,3,1,1
62037,44.68,-9.90,-25.95,0.11,1099,3,17,1
62153,41.54,-10.65,-27.30,0.11,1098,3,15,1
62270,44.81,-11.85,-26.85,0.11,1098,3,12,1
62386,41.89,-12.75,-26.55,0.11,1099,3,10,1
62503,42.25,-13.95,-26.10,0.05,1099,3,8,2
62619,43.10,-14.55,-26.25,0.00,1099,3,6,3
62734,42.55,-16.35,-24.45,359.90,1099,3,4,5
62852,44.46,-16.35,-24.75,0.05,1099,2,3,1
62967,39.64,-19.50,-24.45,359.58,1099,2,3,10
63086,42.65,-20.10,-22.80,359.42,1099,2,3,13
63205,45.80,-19.65,-22.35,359.37,1099,2,2,14
63324,41.33,-22.35,-20.70,359.32,1099,2,3,15
63442,38.06,-22.05,-20.40,359.22,1099,1,3,16
63561,40.53,-22.95,-19.05,359.16,1099,1,3,17
63680,42.50,-23.55,-18.45,359.16,1099,1,3,17
63799,39.45,-23.40,-16.35,359.16,1099,1,3,17
63917,41.43,-23.40,-14.25,359.22,1099,1,3,16
64036,46.26,-23.25,-12.90,359.27,1099,1,3,15
64155,40.24,-24.75,-11.85,359.32,1099,1,3,14
64274,42.89,-25.35,-11.85,359.42,1099,1,3,12
64392,43.17,-23.40,-9.45,359.42,1098,0,3,11
64510,42.13,-23.25,-6.75,359.48,1099,0,3,10
64628,43.10,-23.40,-7.95,359.63,1099,1,3,8
64745,44.84,-23.85,-5.10,359.69,1099,0,3,6
64861,42.79,-23.25,-3.00,359.79,1099,1,3,5
64978,40.40,-22.05,-2.55,359.84,1099,1,3,4
65095,44.99,-20.40,-1.20,359.84,1099,0,2,3
65211,44.62,-20.55,-0.30,359.90,1099,0,2,2
65328,39.91,-18.30,1.20,359.90,1099,0,2,2
65444,42.85,-18.45,0.00,359.90,1099,0,2,2
65559,43.98,-16.80,1.50,359.90,1099,0,2,2
65675,42.94,-15.00,3.00,359.90,1099,0,2,2
65790,42.93,-14.55,3.15,359.90,1099,0,2,2
65906,43.69,-12.60,2.70,359.84,1099,0,2,3
66022,41.58,-13.50,2.85,359.84,1098,0,1,3
66137,42.57,-9.90,4.35,359.84,1099,0,1,3
66252,40.57,-8.55,3.15,359.84,1099,0,1,3
66366,43.03,-8.70,3.75,359.84,1099,0,1,3
66481,43.41,-7.20,2.25,359.90,1098,0,1,2
66596,44.23,-4.80,2.70,359.84,1099,0,1,3
66710,42.95,-5.25,2.10,359.90,1099,1,1,3
66825,42.67,-4.20,1.05,359.90,1099,1,2,3
66939,41.52,-1.05,0.00,0.10,1099,4,2,2
67052,41.77,-1.35,-0.30,0.21,1099,6,2,2
67165,40.53,1.05,-1.05,0.31,1099,9,2,3
67278,44.83,1.20,-0.45,0.47,1099,12,2,3
67391,41.93,1.65,-2.85,0.63,1099,14,2,2
67505,41.22,1.20,-3.00,0.73,1099,16,2,2
67619,42.18,1.95,-5.25,0.78,1099,17,1,2
67732,43.31,4.50,-4.65,0.89,1099,19,1,2
67846,42.72,4.20,-6.15,0.94,1099,20,1,2
67959,42.24,3.60,-8.55,0.99,1099,20,1,1
68073,41.47,3.45,-7.95,0.94,1098,19,1,1
68186,43.40,3.15,-9.75,0.89,1099,18,1,1
68300,44.41,4.80,-11.10,0.89,1099,18,1,1
68414,42.56,6.90,-11.10,0.78,1099,16,1,1
68529,42.98,5.40,-12.90,0.68,1099,14,1,1
68644,41.21,4.05,-15.15,0.57,1098,12,1,1
68758,41.10,3.45,-14.25,0.47,1098,10,2,1
68873,41.45,2.55,-16.95,0.47,1099,10,2,1
68987,42.34,3.15,-17.10,0.42,1099,9,3,1
69101,41.33,4.20,-19.65,0.31,1099,7,6,1
69214,41.34,3.00,-19.80,0.21,1099,5,9,1
69328,46.23,1.35,-19.65,0.11,1099,3,11,1
69442,42.37,1.50,-21.75,0.05,1099,2,15,1
69557,43.93,0.75,-23.10,0.05,1099,2,17,1
69672,39.44,0.15,-23.10,0.05,1099,2,19,1
69786,41.75,-1.20,-23.85,0.05,1099,2,21,1
69902,41.52,-2.25,-24.90,0.05,1099,2,22,1
70017,41.60,-3.45,-24.45,0.05,1099,2,23,1
70133,42.68,-4.50,-25.20,0.11,1098,3,23,1
70249,41.16,-6.00,-24.45,0.11,1099,3,21,1
70364,41.60,-6.90,-26.40,0.10,1099,3,2,1
70479,39.37,-8.25,-27.15,0.11,1099,3,15,1
70595,38.60,-9.30,-27.15,0.11,1099,3,16,1
70710,43.31,-11.40,-26.25,0.11,1099,3,14,1
70827,40.89,-11.85,-27.60,0.11,1098,3,12,1
70944,41.82,-12.60,-26.40,0.11,1099,3,10,1
71060,41.94,-14.40,-26.10,0.05,1098,3,8,2
71176,40.71,-14.85,-25.20,0.00,1098,3,6,3
71291,39.47,-15.30,-26.55,359.90,1099,3,5,5
71409,37.05,-17.70,-24.75,0.05,1098,2,3,1
71525,42.44,-18.30,-25.65,359.63,1099,2,3,9
71642,40.89,-18.45,-22.95,359.48,1099,2,3,12
71761,40.02,-19.95,-22.65,359.37,1098,2,2,14
71880,40.89,-21.30,-22.20,359.32,1099,2,3,15
71999,42.11,-22.05,-21.15,359.22,1099,1,3,16
72117,43.55,-22.50,-19.50,359.16,1099,1,3,17
72236,41.24,-22.80,-17.10,359.16,1099,1,3,17
72355,42.24,-23.85,-15.30,359.16,1099,1,3,17
72474,40.62,-23.10,-15.60,359.22,1099,1,3,16
72592,42.40,-24.30,-13.95,359.27,1099,1,3,15
72711,44.81,-24.90,-12.75,359.32,1099,1,3,14
72830,40.98,-24.75,-10.65,359.37,1099,1,3,13
72949,43.15,-25.35,-10.05,359.48,1099,1,3,11
73067,41.37,-24.45,-7.95,359.53,1099,1,3,10
73185,42.42,-21.90,-7.05,359.58,1099,0,3,8
73302,43.37,-23.85,-5.10,359.63,1099,0,3,7
73419,44.27,-22.50,-4.80,359.74,1099,0,3,5
73535,41.42,-20.25,-2.85,359.84,1099,1,3,4
73652,43.67,-21.45,-2.25,359.90,1098,1,3,3
73769,41.96,-20.10,-0.90,359.84,1099,0,2,3
73885,40.91,-18.75,-0.30,359.90,1099,0,2,2
74002,42.38,-18.75,1.80,359.90,1099,0,2,2
74117,40.89,-18.15,1.05,359.90,1099,0,2,2
74233,42.02,-15.00,1.95,359.90,1099,0,2,2
74349,41.60,-14.85,2.85,359.90,1099,0,2,2
74464,41.79,-12.90,3.00,359.90,1098,0,1,2
74580,43.27,-13.35,2.25,359.84,1099,0,2,3
74696,43.47,-11.55,1.95,359.84,1099,0,2,3
74811,44.41,-9.60,3.60,359.84,1099,0,1,3
74926,42.22,-8.85,3.60,359.84,1099,0,1,3
75040,43.37,-6.45,3.45,359.84,1099,0,1,3
75155,40.93,-6.75,2.85,359.90,1099,0,1,2
75270,39.93,-6.00,2.85,359.84,1099,0,2,3
75384,41.69,-4.50,2.85,359.90,1099,1,1,3
75499,42.15,-3.15,1.35,359.95,1099,2,2,3
75613,41.51,-1.35,1.80,0.05,1099,4,2,3
75726,41.84,0.15,1.50,0.21,1099,7,2,3
75837,41.56,0.60,0.00,0.37,1099,10,2,3
75950,39.31,0.75,-1.20,0.52,1099,12,2,2
76063,41.45,2.10,-1.80,0.63,1099,14,2,2
76177,42.04,2.40,-2.55,0.73,1099,16,2,2
76290,42.79,2.10,-3.90,0.78,1098,17,1,2
76404,39.99,3.45,-5.10,0.89,1099,19,1,2
76518,40.14,3.45,-5.85,0.94,1098,20,1,2
76631,42.91,3.30,-6.00,0.99,1099,20,1,1
76745,40.23,4.35,-7.80,0.99,1099,20,1,1
76858,39.08,4.35,-9.60,0.89,1098,18,1,1
76972,41.83,3.60,-9.60,0.89,1099,18,1,1
77085,40.57,3.90,-11.70,0.78,1099,16,1,1
77200,42.08,3.90,-11.70,0.73,1099,15,1,1
77314,40.96,4.80,-14.40,0.57,1099,12,2,1
77429,39.10,3.30,-13.95,0.47,1099,10,2,1
77544,44.43,3.90,-14.85,0.47,1099,10,2,1
77658,42.23,3.00,-16.50,0.42,1099,9,3,1
77772,41.58,3.00,-18.45,0.31,1099,7,5,1
77885,40.91,3.15,-19.65,0.21,1099,5,8,1
77999,40.63,1.50,-20.55,0.16,1099,4,10,1
78113,41.15,1.05,-20.70,0.05,1099,2,12,1
78228,39.56,0.15,-21.30,0.05,1099,2,15,1
78342,45.39,0.30,-22.20,0.05,1099,2,17,1
78457,41.98,-1.05,-23.70,0.05,1099,2,19,1
78573,40.40,-1.65,-23.40,0.05,1099,2,21,1
78688,41.62,-1.95,-24.60,0.05,1099,2,22,1
78804,38.52,-3.30,-26.40,0.05,1099,2,23,1
78920,41.44,-5.25,-26.25,0.11,1099,3,23,1
79035,41.02,-5.40,-26.10,0.11,1098,3,21,1
79151,40.50,-7.20,-27.90,0.10,1099,3,1,1
79265,41.61,-9.00,-27.15,0.11,1099,3,18,1
79381,39.21,-9.15,-27.75,0.11,1099,3,16,1
79497,39.97,-10.80,-27.60,0.11,1099,3,14,1
79613,39.04,-10.80,-27.60,0.11,1099,3,11,1
79730,41.22,-13.35,-26.85,0.11,1099,3,9,1
79846,40.56,-13.80,-26.25,0.05,1099,3,8,2
79961,38.38,-15.60,-25.50,0.00,1099,3,6,3
80077,42.33,-15.60,-26.55,359.90,1099,3,4,5
80195,39.59,-17.55,-24.30,0.05,1099,2,3,1
80310,38.97,-18.60,-23.55,359.63,1099,2,3,9
80428,39.92,-19.65,-23.85,359.53,1099,2,3,11
80547,40.81,-20.40,-22.80,359.42,1099,2,3,13
80665,42.84,-19.65,-20.25,359.32,1099,2,3,15
80784,42.44,-21.45,-21.00,359.22,1099,1,3,16
80903,42.06,-23.10,-18.90,359.16,1099,1,3,17
81022,41.36,-24.15,-18.15,359.16,1099,1,3,17
81140,40.66,-23.85,-17.10,359.11,1099,1,3,18
81259,38.41,-23.25,-16.50,359.16,1099,1,3,17
81378,38.27,-22.80,-14.40,359.22,1098,1,3,16
81497,41.15,-24.30,-13.65,359.27,1099,1,3,15
81615,42.70,-25.20,-12.30,359.95,1098,1,3,2
81733,41.91,-24.00,-12.15,359.42,1099,1,3,12
81852,39.89,-23.25,-9.30,359.48,1099,1,3,11
81970,38.24,-24.15,-7.20,359.58,1099,1,3,9
82086,42.17,-23.10,-5.40,359.58,1099,0,3,8
82203,41.64,-23.10,-5.40,359.74,1099,1,3,6
82320,40.81,-20.70,-3.75,359.74,1099,0,3,5
82436,42.21,-21.90,-3.00,359.84,1099,1,3,4
82553,39.57,-21.00,-2.55,359.84,1099,0,2,3
82670,41.66,-19.05,-1.50,359.84,1098,0,2,3
82786,38.08,-17.10,0.60,359.90,1099,0,2,2
82902,38.98,-17.40,0.30,359.90,1099,0,2,2
83017,42.28,-17.55,1.95,359.90,1099,0,2,2
83133,39.53,-15.30,1.35,359.90,1099,0,2,2
83249,40.89,-15.90,2.10,359.90,1099,0,2,2
83364,38.77,-13.65,1.95,359.84,1098,0,1,3
83480,39.02,-13.50,4.65,359.84,1099,0,2,3
83596,41.08,-11.10,3.45,359.84,1099,0,2,3
83711,40.33,-10.50,3.00,359.84,1099,0,1,3
83827,40.74,-8.55,2.85,359.84,1099,0,1,3
83941,40.81,-6.90,3.00,359.84,1099,0,1,3
84056,39.15,-5.25,3.90,359.84,1099,0,2,3
84171,41.90,-4.95,2.85,359.84,1099,0,2,3
84285,38.89,-5.70,2.10,359.90,1099,1,2,3
84400,42.34,-4.35,4.20,359.90,1099,1,2,3
84514,37.60,-2.85,0.60,0.05,1099,4,2,3
84627,41.08,-1.35,1.05,0.16,1099,6,2,3
84739,40.76,-1.20,0.15,0.31,1099,9,2,3
84852,38.85,-0.30,-1.05,0.42,1099,11,2,3
84966,41.89,0.15,-2.25,0.52,1098,12,2,2
85080,40.15,2.40,-3.60,0.68,1099,15,2,2
85194,40.65,1.65,-3.90,0.68,1099,15,1,2
85307,39.73,3.30,-4.50,0.78,1099,17,1,2
85421,41.62,3.90,-5.40,0.83,1099,18,1,2
85534,38.34,3.30,-6.30,0.94,1099,19,1,1
85648,37.81,3.60,-7.05,0.94,1099,19,1,1
85761,39.50,5.25,-8.40,0.89,1099,18,1,1
85875,37.60,4.35,-9.60,0.83,1099,17,1,1
85988,38.10,5.25,-10.20,0.83,1099,17,1,1
86103,38.05,4.05,-11.40,0.78,1099,16,1,1
86217,41.37,4.35,-12.90,0.68,1099,14,1,1
