mcu time(ms),gyro_Z(deg/s),mag_X(uT),mag_Y(uT),sun_direction(deg),sun_plusX(count),sun_plusY(count),sun_minusX(count),sun_minusY(count),w_RW_cmd(RPM),w_RW_meas(RPM)
13803,0.87,-22.80,-13.80,0.00,0,0,0,0,-346.67,-324.00
13853,-0.03,-22.80,-13.80,0.00,0,0,0,0,-346.67,-324.00
13903,-0.31,-24.30,-14.70,0.00,0,0,0,0,-346.67,-324.00
13953,1.31,-22.80,-13.05,0.00,0,0,0,0,-346.67,-324.00
14003,0.54,-24.45,-14.85,0.00,0,0,0,0,-346.67,-324.00
14053,3.83,-22.95,-15.45,0.00,0,0,0,0,-346.67,-324.00
14103,0.21,-22.50,-14.70,0.00,0,0,0,0,-346.67,-324.00
14153,0.90,-22.35,-14.55,0.00,0,0,0,0,-346.67,-324.00
14203,0.26,-23.10,-15.60,0.00,0,0,0,0,-346.67,-318.00
14253,-0.84,-22.95,-14.40,0.00,0,0,0,0,-346.67,-324.00
14303,0.69,-23.85,-15.30,0.00,0,0,0,0,-346.67,-318.00
14353,-1.98,-23.25,-14.70,0.00,0,0,0,0,-346.67,-324.00
14403,2.54,-23.10,-15.30,0.00,0,0,0,0,-346.67,-324.00
14453,-0.75,-23.85,-16.35,0.00,0,0,0,0,-346.67,-324.00
14503,5.59,-23.40,-13.80,0.00,0,0,0,0,-346.67,-324.00
14553,-0.63,-23.40,-15.30,0.00,0,0,0,0,-346.67,-318.00
14603,-0.34,-23.85,-13.80,0.00,0,0,0,0,-346.67,-324.00
14653,1.43,-24.45,-14.25,0.00,0,0,0,0,-346.67,-324.00
14703,-0.99,-22.80,-15.60,0.00,0,0,0,0,-346.67,-324.00
14753,0.17,-23.55,-14.70,0.00,0,0,0,0,-346.67,-324.00
14803,-1.67,-22.50,-14.40,0.00,0,0,0,0,-346.67,-324.00
14853,0.31,-22.35,-13.80,0.00,0,0,0,0,-346.67,-318.00
14903,-0.76,-21.90,-15.15,0.00,0,0,0,0,-346.67,-324.00
14953,1.39,-24.45,-13.05,0.00,0,0,0,0,-346.67,-318.00
15003,2.50,-23.25,-15.45,0.00,0,0,0,0,-346.67,-324.00
15053,-0.50,-23.40,-13.80,0.00,0,0,0,0,-347.41,-318.00
15103,-1.00,-23.10,-14.55,0.00,0,0,0,0,-348.28,-324.00
15153,0.24,-21.90,-14.40,0.00,0,0,0,0,-349.15,-324.00
15203,1.39,-23.55,-15.15,0.00,0,0,0,0,-350.01,-324.00
15253,1.14,-22.95,-15.15,0.00,0,0,0,0,-350.88,-324.00
15303,0.21,-24.00,-14.70,0.00,0,0,0,0,-351.75,-324.00
15353,2.78,-23.10,-14.55,0.00,0,0,0,0,-352.61,-324.00
15403,-3.08,-22.95,-14.70,0.00,0,0,0,0,-353.48,-324.00
15453,-0.31,-24.15,-14.85,0.00,0,0,0,0,-354.35,-324.00
15503,-0.53,-23.40,-14.55,0.00,0,0,0,0,-355.21,-324.00
15553,0.92,-23.25,-14.40,0.00,0,0,0,0,-356.08,-324.00
15603,-1.35,-24.15,-14.25,0.00,0,0,0,0,-356.95,-324.00
15653,-4.44,-23.25,-13.20,0.00,0,0,0,0,-357.81,-324.00
15703,-0.74,-22.50,-13.65,0.00,0,0,0,0,-358.68,-330.00
15753,-2.57,-23.55,-13.95,0.00,0,0,0,0,-359.55,-330.00
15803,-1.57,-23.40,-14.25,0.00,0,0,0,0,-360.41,-330.00
15853,-2.29,-23.10,-14.55,0.00,0,0,0,0,-361.28,-330.00
15903,-4.97,-23.25,-14.70,0.00,0,0,0,0,-362.15,-330.00
15953,-5.41,-23.85,-14.85,0.00,0,0,0,0,-363.01,-330.00
16003,-2.51,-23.25,-15.90,0.00,0,0,0,0,-363.88,-330.00
